ID,prefLabel,altLabel,definition,broader,exactMatch,closeMatch
https://soilwise-he.github.io/soil-health#RockOutcropDistance,rock outcrop distance,rock outcrops distance,"Rock Outcrops Distance quantifies the distance from a given point or area to the nearest rock outcrop. The proximity to rock outcrops can influence soil development, with areas closer to outcrops often having thinner soils and higher vulnerability to erosion. Source: FAO, 'Soil Formation and Classification'",rock outcrops,http://w3id.org/glosis/model/siteplot/rockOutcropsDistanceProperty,
https://soilwise-he.github.io/soil-health#RockOutcrops,rock outcrops,rock outcrop,,,,
https://soilwise-he.github.io/soil-health#RockShape,rock shape,,"The Rock Shape describes the physical form of rock fragments in the soil, which can range from angular to rounded. Angular rocks are generally a sign of recent weathering, while rounded rocks have been smoothed by long-term weathering processes. The shape of rocks influences soil texture, drainage, and tillage requirements. Source: FAO (2006). Guidelines for Soil Description (4th ed.). Food and Agriculture Organization of the United Nations.",rock,http://w3id.org/glosis/model/common/rockShapeProperty,
https://soilwise-he.github.io/soil-health#RockSize,rock size,,"The Rock Size refers to the dimensions of the rock fragments present in the soil. Rocks are typically classified by their size, from small gravel to large boulders. Larger rocks can limit root growth, hinder water infiltration, and complicate soil management practices. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",rock,http://w3id.org/glosis/model/common/rockSizeProperty,
https://soilwise-he.github.io/soil-health#Root,root,,,plant part,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Root,
https://soilwise-he.github.io/soil-health#RootAbundance,root abundance,roots abundance,"The Roots Abundance describes the quantity of plant roots within a soil profile, typically categorized as few, common, or many. Root abundance reflects plant-soil interactions, soil fertility, and the physical structure that supports vegetation. Source: Soil Survey Manual (USDA, 2017).",root,http://w3id.org/glosis/model/layerhorizon/rootsAbundanceProperty,
https://soilwise-he.github.io/soil-health#RootBiomass,root biomass,,,biomass,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#RootBiomass,
https://soilwise-he.github.io/soil-health#RootGrowth,root growth,,,plant processes; soil agricultural functions; soil biological processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#RootGrowth,
https://soilwise-he.github.io/soil-health#RootPresence,root presence,roots presence,"The Roots Presence identifies whether roots are visible in a soil profile or horizon. It indicates biological activity, soil health, and the suitability of the soil for plant growth. Roots are commonly observed during soil surveys and are classified by type and density. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",root,http://w3id.org/glosis/model/layerhorizon/rootsPresenceProperty,
https://soilwise-he.github.io/soil-health#RootRespiration,root respiration,,,plant processes; soil biological processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#RootRespiration,
https://soilwise-he.github.io/soil-health#RootingDepth,rooting depth,,,derived soil properties,,
https://soilwise-he.github.io/soil-health#Runoff,runoff,,,water interchange,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Runoff,
https://soilwise-he.github.io/soil-health#Salinisation,salinisation,,,soil threats,,
https://soilwise-he.github.io/soil-health#Salt,salt,,"The Salt encompasses all forms of salts present in soil, including sodium chloride, calcium sulfate, and magnesium sulfate. It influences soil chemistry, structure, and plant tolerance to salinity. Source: FAO (2006). Guidelines for Soil Description.",,http://w3id.org/glosis/model/layerhorizon/saltProperty,
https://soilwise-he.github.io/soil-health#SaltContents,salt contents,salt content,"The Salt Content measures the concentration of soluble salts in soil, critical for assessing salinity. Excess salts can hinder plant growth by affecting osmotic potential, leading to reduced water uptake by roots. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils.",soluble salts,http://w3id.org/glosis/model/layerhorizon/saltContentProperty,
https://soilwise-he.github.io/soil-health#SaltCover,salt cover,,"Salt cover refers to the accumulation of salts on the surface of the soil, often visible as a crystalline crust. This phenomenon occurs when capillary action causes soluble salts to move upwards through the soil, where they crystallize as water evaporates. Salt cover can interfere with seed germination, plant growth, and water infiltration, and is commonly found in arid and semi-arid regions with high evaporation rates. Source: Brady, N.C., & Weil, R.R. (2008). The Nature and Properties of Soils (14th ed.). Pearson Education. ",salt,http://w3id.org/glosis/model/surface/saltCoverProperty,
https://soilwise-he.github.io/soil-health#SaltIncrustation,salt incrustation,,,soil chemical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SaltIncrustation,
https://soilwise-he.github.io/soil-health#SaltPresence,salt presence,,"The salt presence of soil refers to the concentration of soluble salts, such as sodium, calcium, and magnesium, within the soil profile. High salt levels can lead to soil salinity, negatively affecting plant growth by altering water availability and soil structure. The presence of salts is typically measured using electrical conductivity (EC) or specific ion concentration tests. Soils with high salt presence are often found in arid regions where evaporation exceeds precipitation, leading to salt accumulation at or near the surface. Source: Rhoades, J.D., & Kandiah, A. (1992). Soil Salinity Management in Agriculture. Springer. ",salt,http://w3id.org/glosis/model/surface/saltPresenceProperty,
https://soilwise-he.github.io/soil-health#SaltSieving,salt sieving,,,soil phenomena,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SaltSieving,
https://soilwise-he.github.io/soil-health#SaltThickness,salt thickness,,"Salt thickness refers to the depth of the soil profile at which soluble salts are present in significant concentrations. This property is particularly important in regions subject to evaporation and capillary rise, where salts accumulate near the surface or at specific depths. Salt thickness can impact soil fertility and water retention, as the concentrated salts can inhibit root growth and water uptake. This property is commonly determined through soil sampling and electrical conductivity measurements at various depths. Source: United States Salinity Laboratory Staff. (1954). Diagnosis and Improvement of Saline and Alkali Soils. U.S. Department of Agriculture Handbook No. 60. ",salt,http://w3id.org/glosis/model/surface/saltThicknessProperty,
https://soilwise-he.github.io/soil-health#Salts,salts,,,soil anion content; soil cation content,,
https://soilwise-he.github.io/soil-health#Sand,sand,,,soil primary particles,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Sand,
https://soilwise-he.github.io/soil-health#SandyTexture,sandy texture,,"The Sandy Texture refers to soil dominated by sand particles (0.05–2.0 mm in diameter). Sandy soils are well-drained, low in nutrients, and prone to drought due to poor water retention. Source: Soil Science Society of America (SSSA) Glossary.",soil texture,http://w3id.org/glosis/model/layerhorizon/sandyTextureProperty,
https://soilwise-he.github.io/soil-health#SaturatedHydraulicConductivity,saturated hydraulic conductivity,,,soil hydraulic conductivity,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SaturatedHydraulicConductivity,
https://soilwise-he.github.io/soil-health#SaturatedVapourPressure,saturated vapour pressure,,,soil vapour pressure,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SaturatedVaporPressure,
https://soilwise-he.github.io/soil-health#SaturatedWaterFlow,saturated water flow,,,soil water flow,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SaturatedWaterFlow,
https://soilwise-he.github.io/soil-health#Season,season,,,planetary phenomena,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Season,
https://soilwise-he.github.io/soil-health#SeedbedPreparation,seedbed preparation,,,soil management,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SeedbedPreparation,
https://soilwise-he.github.io/soil-health#SeedlingEmergence,seedling emergence,,,soil biological processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SeedlingEmergence,
https://soilwise-he.github.io/soil-health#ShearingStress,shearing stress,,,stress,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#ShearingStress,
https://soilwise-he.github.io/soil-health#SilicaSesquioxideRatio,silica sesquioxide ratio,,,soil erodibility index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SilicaSesquioxideRatio,
https://soilwise-he.github.io/soil-health#Silt,silt,,,soil primary particles,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Silt,
https://soilwise-he.github.io/soil-health#solubleSaltsProcedure-SlbAn_calcul-unkn,SlbAn_calcul-unk,,"Sum of soluble anions (Cl, SO4, HCO2, CO3, NO3, F)",soluble salts,http://w3id.org/glosis/model/procedure/solubleSaltsProcedure-SlbAn_calcul-unkn,
https://soilwise-he.github.io/soil-health#solubleSaltsProcedure-SlbCat_calcul-unkn,SlbCat_calcul-unk,,"Sum of soluble cations (Ca, Mg, K, Na)",soluble salts,http://w3id.org/glosis/model/procedure/solubleSaltsProcedure-SlbCat_calcul-unkn,
https://soilwise-he.github.io/soil-health#Sleet,sleet,,,precipitation,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Sleet,
https://soilwise-he.github.io/soil-health#Slope,slope,,,,,
https://soilwise-he.github.io/soil-health#SlopeForm,slope form,,"Slope Form describes the shape or curvature of a slope, including its concave, convex, or straight profile. Slope form affects water runoff, erosion rates, and soil accumulation, influencing both the fertility and stability of the soil in hilly or mountainous regions. Source: FAO, 'Soil and Water Conservation'",slope,http://w3id.org/glosis/model/siteplot/slopeFormProperty,
https://soilwise-he.github.io/soil-health#SlopeGradient,slope gradient,,,slope,,
https://soilwise-he.github.io/soil-health#SlopeGradientClass,slope gradient class,,"Slope Gradient Class refers to the classification of slope steepness, such as flat, moderate, or steep, based on its angle. The gradient of a slope influences soil erosion rates, water drainage, and the suitability of land for agriculture, with steeper slopes typically being more prone to erosion. Source: USDA NRCS, 'Soil Erosion and Conservation'",,http://w3id.org/glosis/model/siteplot/slopeGradientClassProperty,
https://soilwise-he.github.io/soil-health#SlopeGradientNumeric,slope gradient numeric,,"Slope Gradient Property refers to the numerical measurement of the steepness of a slope, usually expressed as a percentage or angle. This property is crucial in determining soil erosion potential, water runoff, and suitability for land use, as steeper slopes are more prone to erosion and less suitable for cultivation without proper soil conservation measures. Source: USDA NRCS, 'Soil Erosion and Conservation'",slope gradient,http://w3id.org/glosis/model/siteplot/slopeGradientProperty,
https://soilwise-he.github.io/soil-health#SlopeOrientation,slope orientation,,,slope,,
https://soilwise-he.github.io/soil-health#SlopeOrientationClass,slope orientation class,,"Slope Orientation Class classifies the direction in which a slope faces (north, south, east, west) and can significantly affect local climate conditions, such as sunlight exposure, moisture, and temperature. For instance, south-facing slopes in the Northern Hemisphere receive more sunlight, influencing soil temperature, vegetation types, and soil moisture availability. Source: FAO, 'Soil and Water Conservation'",,http://w3id.org/glosis/model/siteplot/slopeOrientationClassProperty,
https://soilwise-he.github.io/soil-health#SlopeOrientationNumeric,slope orientation numeric,,"Slope Orientation refers to the precise directional orientation of a slope, measured in degrees from a cardinal direction (e.g., 0° for north, 180° for south). The slope orientation impacts factors such as solar radiation, evaporation rates, and vegetation cover, all of which affect soil temperature, moisture retention, and erosion potential. Source: USDA NRCS, 'Soil Erosion and Landscape Analysis'",slope orientation,http://w3id.org/glosis/model/siteplot/slopeOrientationProperty,
https://soilwise-he.github.io/soil-health#SlopePathways,slope pathways,slope pathway,"Slope Pathways identifies the natural flow paths of water, sediment, or other materials across a slope. These pathways, often defined by the topography, influence how water moves, erodes soil, and accumulates nutrients or contaminants. Understanding these pathways is critical for effective erosion control and water management in sloped areas. Source: FAO, 'Soil Erosion and Conservation'",slope,http://w3id.org/glosis/model/siteplot/slopePathwaysProperty,
https://soilwise-he.github.io/soil-health#Snows,snows,snow,,precipitation,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Snow,
https://soilwise-he.github.io/soil-health#Sodium,sodium,,,,,
https://soilwise-he.github.io/soil-health#SodiumExchangeableBases,sodium exchangeable bases,sodium exchangeable base,Sodium bound to exchange surfaces in the soil such as clay minerals and organic matter that can be released to the soil solution upon exchange,sodium,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Sodexp,
https://soilwise-he.github.io/soil-health#SodiumExtractableElements,sodium extractable elements,,Sodium bound to the soil matrix but that can be released into the soil solution (i.e. become bio-available),sodium,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Sodext,
https://soilwise-he.github.io/soil-health#SodiumTotalElements,sodium total elements,,"Total sodium includes all sodium present in soil, both soluble and bound. Excess sodium can lead to sodicity, which disrupts soil structure, reduces permeability, and impairs plant growth. Monitoring sodium levels is crucial for managing soil salinity in arid and irrigated regions. Source: Bohn, H.L., et al. (2001). Soil Chemistry.",sodium,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Sodtot,
https://soilwise-he.github.io/soil-health#SoftConsistence,soft consistence,,,soil consistence,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoftConsistence,
https://soilwise-he.github.io/soil-health#Soil,soil,,,chemical substance,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Soil,
https://soilwise-he.github.io/soil-health#SoilAbsorption,soil absorption,,,soil physical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAbsorption,
https://soilwise-he.github.io/soil-health#SoilAcidification,soil acidification,,,soil chemical degradative processes; soil threats,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAcidification,
https://soilwise-he.github.io/soil-health#SoilAdhesion,soil adhesion,,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAdhesion,
https://soilwise-he.github.io/soil-health#SoilAdsorption,soil adsorption,,,soil chemical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAdsorption,
https://soilwise-he.github.io/soil-health#SoilAeration,soil aeration,,,soil agricultural functions; soil air physical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAeration,
https://soilwise-he.github.io/soil-health#SoilAerationIndex,soil aeration index,,,soil structure index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAerationIndex,
https://soilwise-he.github.io/soil-health#SoilAge,soil age,age of soil,,,,
https://soilwise-he.github.io/soil-health#SoilAggregate,soil aggregate,,,soil component,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregate,
https://soilwise-he.github.io/soil-health#SoilAggregateDegree,soil aggregate degree,,,soil aggregate physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregateDegree,
https://soilwise-he.github.io/soil-health#SoilAggregateDispersion,soil aggregate dispersion,,,soil physical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregateDispersion,
https://soilwise-he.github.io/soil-health#SoilAggregatePhysicalProperties,soil aggregate physical properties,soil aggregate physical property,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregatePhysicalProperty,
https://soilwise-he.github.io/soil-health#SoilAggregateShape,soil aggregate shape,,,soil aggregate physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregateShape,
https://soilwise-he.github.io/soil-health#SoilAggregateSize,soil aggregate size,,,soil aggregate physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregateSize,
https://soilwise-he.github.io/soil-health#SoilAggregateSizeDistribution,soil aggregate size distribution,,,soil aggregate physical properties; soil aggregation index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregateSizeDistribution,
https://soilwise-he.github.io/soil-health#SoilAggregateStability,soil aggregate stability,,,derived soil properties; soil aggregate physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregateStability,
https://soilwise-he.github.io/soil-health#SoilAggregateStrength,soil aggregate strength,,,soil aggregate physical properties; soil aggregation index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregateStrength,
https://soilwise-he.github.io/soil-health#SoilAggregation,soil aggregation,,,soil physical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregation,
https://soilwise-he.github.io/soil-health#SoilAggregationDegree,soil aggregation degree,,,soil aggregate physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregationDegree,
https://soilwise-he.github.io/soil-health#SoilAggregationIndex,soil aggregation index,,,soil structure index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAggregationIndex,
https://soilwise-he.github.io/soil-health#SoilAgriculturalFunctions,soil agricultural functions,soil agricultural function,,soil functions,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAgriculturalFunction,
https://soilwise-he.github.io/soil-health#SoilAir,soil air,,,soil component; soil gas,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAir,
https://soilwise-he.github.io/soil-health#SoilAirContents,soil air contents,soil air content,,soil air physical properties; soil contents,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirContent,
https://soilwise-he.github.io/soil-health#SoilAirConvection,soil air convection,,,soil air flow,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirConvection,
https://soilwise-he.github.io/soil-health#SoilAirConvectiveFlow,soil air convective flow,,,soil air flow,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirConvectiveFlow,
https://soilwise-he.github.io/soil-health#SoilAirDiffusion,soil air diffusion,,,soil air flow,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirDiffusion,
https://soilwise-he.github.io/soil-health#SoilAirDiffusionCoefficient,soil air diffusion coefficient,,,soil aeration index,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirDiffusionCoefficient,
https://soilwise-he.github.io/soil-health#SoilAirExchange,soil air exchange,,,soil air physical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirExchange,
https://soilwise-he.github.io/soil-health#SoilAirFlow,soil air flow,,,soil air movement,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirFlow,
https://soilwise-he.github.io/soil-health#SoilAirMovement,soil air movement,,,soil air physical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirMovement,
https://soilwise-he.github.io/soil-health#SoilAirPermeability,soil air permeability,,,soil permeability,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirPermeability,
https://soilwise-he.github.io/soil-health#SoilAirPhysicalProcesses,soil air physical processes,soil air physical process,,soil physical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirPhysicalProcess,
https://soilwise-he.github.io/soil-health#SoilAirPhysicalProperties,soil air physical properties,soil air physical property,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAirPhysicalProperty,
https://soilwise-he.github.io/soil-health#SoilAlgalCrust,soil algal crust,,,soil biological crust,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAlgalCrust,
https://soilwise-he.github.io/soil-health#SoilAnimal,soil animal,,,animal,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAnimal,
https://soilwise-he.github.io/soil-health#SoilAnionContent,soil anion content,,,observable soil properties,,
https://soilwise-he.github.io/soil-health#SoilAnionExclusion,soil anion exclusion,,,soil chemical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAnionExclusion,
https://soilwise-he.github.io/soil-health#SoilApparentDensity,soil apparent density,,,soil density,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilApparentDensity,
https://soilwise-he.github.io/soil-health#SoilAvailableWaterCapacity,soil available water capacity,,,soil physical capacity,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilAvailableWaterCapacity,
https://soilwise-he.github.io/soil-health#SoilBearingCapacity,soil bearing capacity,,,soil engineering functions; soil physical capacity,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilBearingCapacity,
https://soilwise-he.github.io/soil-health#SoilBiodiversityLoss,soil biodiversity loss,,,soil threats,,
https://soilwise-he.github.io/soil-health#SoilBiologicalCrust,soil biological crust,,,soil crust,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilBiologicalCrust,
https://soilwise-he.github.io/soil-health#SoilBiologicalDegradation,soil biological degradation,,,soil degradation,,
https://soilwise-he.github.io/soil-health#SoilBiologicalFunctions,soil biological functions,,,soil functions,,
https://soilwise-he.github.io/soil-health#SoilBiologicalProcesses,soil biological processes,soil biological process,,soil processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilBiologicalProcess,
https://soilwise-he.github.io/soil-health#SoilBiologicalProperties,soil biological properties,,,soil properties,,
https://soilwise-he.github.io/soil-health#SoilBiology,soil biology,,,,,
https://soilwise-he.github.io/soil-health#SoilBiopore,soil biopore,,,soil macropore,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilBiopore,
https://soilwise-he.github.io/soil-health#SoilBiota,soil biota,,,observable soil properties; soil substance,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilBiota,
https://soilwise-he.github.io/soil-health#SoilBufferingCapacity,soil buffering capacity,,,soil chemical capacity,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilBufferingCapacity,
https://soilwise-he.github.io/soil-health#SoilBulkDensity,soil bulk density,,,soil density,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilBulkDensity,
https://soilwise-he.github.io/soil-health#SoilCarbonDensity,soil carbon density,,"Soil Carbon Density measures the amount of organic carbon stored in a given volume of soil, typically expressed in tons per hectare. This property is a key indicator of soil health, as organic carbon influences soil fertility, structure, and microbial activity, and plays a major role in carbon sequestration to mitigate climate change. Source: IPCC, 'Guidelines for National Greenhouse Gas Inventories'",soil organic carbon,http://w3id.org/glosis/model/siteplot/soilCarbonDensityProperty,
https://soilwise-he.github.io/soil-health#SoilCarbonDioxideProduction,soil carbon dioxide production,,,soil biological processes; soil chemical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilCarbonDioxideProduction,
https://soilwise-he.github.io/soil-health#SoilCationContent,soil cation content,,,observable soil properties,,
https://soilwise-he.github.io/soil-health#SoilChannel,soil channel,,,soil pores,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChannel,
https://soilwise-he.github.io/soil-health#SoilChargeDensity,soil charge density,,,soil charge properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChargeDensity,
https://soilwise-he.github.io/soil-health#SoilChargeProperties,soil charge properties,soil charge property,,soil chemical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChargeProperty,
https://soilwise-he.github.io/soil-health#SoilChemical,soil chemical,,,soil substance,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChemical,
https://soilwise-he.github.io/soil-health#SoilChemicalCapacity,soil chemical capacity,,,soil chemical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChemicalCapacity,
https://soilwise-he.github.io/soil-health#SoilChemicalCrust,soil chemical crust,,,soil crust,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChemicalCrust,
https://soilwise-he.github.io/soil-health#SoilChemicalDegradation,soil chemical degradation,,,soil degradation,,
https://soilwise-he.github.io/soil-health#SoilChemicalDegradativeProcesses,soil chemical degradative processes,soil chemical degradative process,,soil chemical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChemicalDegradativeProcess,
https://soilwise-he.github.io/soil-health#SoilChemicalFunctions,soil chemical functions,,,soil functions,,
https://soilwise-he.github.io/soil-health#SoilChemicalProcesses,soil chemical processes,soil chemical process,,soil processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChemicalProcess,
https://soilwise-he.github.io/soil-health#SoilChemicalProperties,soil chemical properties,soil chemical property,,soil properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChemicalProperty,
https://soilwise-he.github.io/soil-health#SoilChemicalReaction,soil chemical reaction,,,soil chemical processes,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChemicalReaction,
https://soilwise-he.github.io/soil-health#SoilChemicalTransport,soil chemical transport,,,soil agricultural functions,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilChemicalTransport,
https://soilwise-he.github.io/soil-health#SoilClassification,soil classification,,,,,
https://soilwise-he.github.io/soil-health#SoilClassificationFAO,soil classification FAO,,,soil classification,,
https://soilwise-he.github.io/soil-health#SoilClassificationUSDA,soil classification USDA,,,soil classification,,
https://soilwise-he.github.io/soil-health#SoilClassificationWRB,soil classification WRB,,,soil classification,,
https://soilwise-he.github.io/soil-health#SoilClayContents,soil clay contents,soil clay content,,soil contents,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilClayContent,
https://soilwise-he.github.io/soil-health#SoilClayMineral,soil clay mineral,,,soil contents,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilClayMineral,
https://soilwise-he.github.io/soil-health#SoilClayMineralogy,soil clay mineralogy,,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilClayMineralogy,
https://soilwise-he.github.io/soil-health#SoilCoating,soil coating,,,,,
https://soilwise-he.github.io/soil-health#SoilCohesion,soil cohesion,,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilCohesion,
https://soilwise-he.github.io/soil-health#SoilCohesiveness,soil cohesiveness,,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilCohesiveness,
https://soilwise-he.github.io/soil-health#SoilCollapsing,soil collapsing,,,soil deformation,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilCollapsing,
https://soilwise-he.github.io/soil-health#SoilColour,soil colour,,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilColor,
https://soilwise-he.github.io/soil-health#SoilColourDry,soil colour dry,,"The Soil Colour Dry describes the color of soil when it is in a dry state. Soil color in the dry condition is influenced by the soil’s mineral composition and moisture content. For example, soils with high organic matter content typically appear dark brown or black when dry, while sandy or saline soils may appear lighter in color. Dry soil color is used in soil classification and can provide insights into the soil's composition and drainage. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",soil colour,http://w3id.org/glosis/model/common/colourDryProperty,
https://soilwise-he.github.io/soil-health#SoilColourMoist,soil colour moist,,"The Soil Colour Moist refers to the soil's color when it is in a wet or moist condition. Moisture enhances the color intensity of the soil, which is often darker compared to its dry state. This is particularly helpful in determining organic matter content, iron oxide presence, and soil moisture retention. For instance, moist soils with abundant organic material tend to appear darker, whereas more mineral-rich soils can appear lighter in color. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",soil colour,http://w3id.org/glosis/model/common/colourMoistProperty,
https://soilwise-he.github.io/soil-health#SoilCompactability,soil compactability,,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilCompactability,
https://soilwise-he.github.io/soil-health#SoilCompaction,soil compaction,,,soil compression; soil physical degradative processes; soil threats,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilCompaction,
https://soilwise-he.github.io/soil-health#SoilComponent,soil component,,,soil substance,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilComponent,
https://soilwise-he.github.io/soil-health#SoilCompressibility,soil compressibility,,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilCompressibility,
https://soilwise-he.github.io/soil-health#SoilCompression,soil compression,,,soil densification; soil volume change,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilCompression,
https://soilwise-he.github.io/soil-health#SoilConsistence,soil consistence,,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilConsistence,
https://soilwise-he.github.io/soil-health#SoilConsistency,soil consistency,,,soil physical properties,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#SoilConsistency,
